Longitude,Latitude,Elevation (m),Altitude (m),Clutter height (m),Distance (m),PathLoss(db)
3.157320515,6.669813625,51,54,6,850,138
3.157311729,6.66979552,51,54,6,852,138
3.157302835,6.669786414,51,54,6,853,141
3.157293942,6.669777309,51,54,6,855,141
3.157294049,6.66976831,51,54,6,855,141
3.157285049,6.669768203,51,54,6,856,141
3.157276263,6.669750098,51,54,6,858,141
3.157276369,6.6697411,51,54,6,859,144
3.157267369,6.669740993,51,54,6,859,144
3.157258583,6.669722888,51,54,6,862,144
3.157240903,6.669695678,51,54,6,865,144
3.157232117,6.669677573,51,54,6,867,147
3.157223117,6.669677466,51,54,6,868,149
3.157214437,6.669650363,51,54,6,871,149
3.157205437,6.669650256,51,54,6,871,145
3.157196651,6.669632152,51,54,6,874,145
3.157178971,6.669604941,51,54,6,877,142
3.157179078,6.669595943,51,54,6,878,141
3.157170185,6.669586837,51,54,6,879,141
3.157161292,6.669577731,51,54,6,881,141
3.157152505,6.669559627,51,54,6,883,144
3.157143612,6.669550521,51,54,6,884,142
3.157134826,6.669532416,51,54,6,886,142
3.157125932,6.669523311,50,54,6,888,147
3.157126146,6.669505313,50,54,6,889,147
3.157117146,6.669505206,50,54,6,890,148
3.15710836,6.669487101,50,54,6,892,148
3.157108467,6.669478103,50,54,6,892,143
3.157099574,6.669468997,50,54,6,894,143
3.15709068,6.669459891,50,54,6,895,143
3.157090787,6.669450892,50,54,6,896,143
3.157081894,6.669441787,50,54,6,897,143
3.157082001,6.669432788,50,54,6,898,143
3.157064214,6.669414576,50,54,6,901,150
3.157064321,6.669405578,50,54,6,902,153
3.157055535,6.669387473,50,54,6,904,153
3.157046535,6.669387366,50,54,6,904,153
3.157037749,6.669369262,50,54,6,907,153
3.157028855,6.669360156,50,54,6,908,148
3.157020069,6.669342051,50,54,6,910,148
3.157020176,6.669333053,50,54,6,911,155
3.157002389,6.669314841,50,55,6,914,155
3.156984603,6.66929663,50,55,6,916,153
3.15698471,6.669287631,50,55,6,917,155
3.156966923,6.669269419,50,55,6,920,155
3.156949244,6.669242209,49,55,6,923,154
3.156940457,6.669224105,49,55,6,926,159
3.156931457,6.669223998,49,55,6,926,159
3.156931564,6.669214999,49,55,6,927,154
3.156913778,6.669196787,49,55,6,930,154
3.156896098,6.669169577,49,55,6,933,151
3.156878311,6.669151366,49,55,6,936,153
3.156869525,6.669133261,49,55,6,938,153
3.156860632,6.669124155,49,55,6,940,153
3.156842952,6.669096945,49,55,6,943,155
3.156834059,6.669087839,49,55,6,945,158
3.156825273,6.669069735,49,55,6,947,158
3.156816379,6.669060629,49,55,6,948,151
3.156807593,6.669042525,49,55,6,950,151
3.1567987,6.669033419,48,55,6,952,157
3.156789914,6.669015314,48,55,6,954,157
3.156780913,6.669015207,48,55,6,954,154
3.156772127,6.668997103,48,55,6,957,154
3.156763234,6.668987997,48,55,6,958,157
3.156745447,6.668969786,48,55,6,961,157
3.156745554,6.668960787,48,55,6,962,152
3.156736768,6.668942682,48,55,6,964,152
3.156719088,6.668915472,48,55,6,967,151
3.156701195,6.66890626,48,55,6,969,159
3.156701302,6.668897261,48,55,6,970,159
3.156701409,6.668888262,48,55,6,971,159
3.156683622,6.668870051,48,55,6,974,156
3.156674729,6.668860945,48,55,6,975,154
3.156665943,6.66884284,48,55,6,977,154
3.156648263,6.66881563,48,55,6,981,154
3.156639477,6.668797526,48,55,6,983,156
3.156630477,6.668797419,48,55,6,983,156
3.15662169,6.668779314,48,55,6,986,153
3.156621797,6.668770315,48,55,6,986,153
3.156612904,6.66876121,48,55,6,988,153
3.156603904,6.668761103,48,55,6,988,153
3.156604011,6.668752104,48,55,6,989,153
3.156604118,6.668743105,48,55,6,990,127
3.156595118,6.668742998,48,55,6,990,127
3.156586224,6.668733892,48,55,6,992,127
3.156586331,6.668724894,48,55,6,993,127
3.156577438,6.668715788,48,55,6,994,127
3.156568652,6.668697683,48,55,6,996,127
3.156550972,6.668670473,48,55,6,1000,153
3.156542079,6.668661367,48,55,6,1001,154
3.156533186,6.668652262,48,55,6,1002,154
3.156533293,6.668643263,48,55,6,1003,154
3.156524399,6.668634157,48,55,6,1005,150
3.156515506,6.668625051,48,55,6,1006,150
3.15650672,6.668606947,48,55,6,1008,150
3.156497827,6.668597841,48,55,6,1010,150
3.156497933,6.668588842,48,55,6,1010,143
3.156480147,6.668570631,48,55,6,1013,143
3.156480254,6.668561632,48,55,6,1014,140
3.15646236,6.66855242,48,55,6,1016,140
3.156462467,6.668543421,48,55,6,1017,140
3.156453681,6.668525316,48,55,6,1019,146
3.156444788,6.668516211,48,55,6,1020,141
3.156436002,6.668498106,48,55,6,1022,141
3.156427001,6.668497999,48,55,6,1023,144
3.156418215,6.668479895,48,55,6,1025,144
3.156409322,6.668470789,48,55,6,1027,141
3.156400536,6.668452684,48,55,6,1029,141
3.156391642,6.668443579,48,55,6,1030,142
3.156382856,6.668425474,48,55,6,1032,142
3.15636507,6.668407263,48,55,6,1035,148
3.156365176,6.668398264,48,55,6,1036,147
3.156347283,6.668389051,48,55,6,1038,147
3.15634739,6.668380052,48,55,6,1039,143
3.156338604,6.668361948,48,55,6,1041,143
3.156329603,6.668361841,48,55,6,1041,145
3.15632971,6.668352842,48,55,6,1042,145
3.156320924,6.668334738,48,55,6,1044,145
3.156312031,6.668325632,48,55,6,1046,147
3.156303138,6.668316526,48,55,6,1047,147
3.156285351,6.668298315,48,55,6,1050,150
3.156285458,6.668289316,48,55,6,1051,145
3.156276672,6.668271212,48,55,6,1053,145
3.156267779,6.668262106,48,55,6,1054,148
3.156258992,6.668244001,48,55,6,1056,148
3.156250099,6.668234896,48,55,6,1058,151
3.156241206,6.66822579,48,55,6,1059,151
3.156241313,6.668216791,48,55,6,1060,152
3.156223526,6.66819858,48,55,6,1063,152
3.156223633,6.668189581,48,55,6,1063,149
3.15621474,6.668180475,48,55,6,1065,149
3.156205847,6.668171369,48,55,6,1066,145
3.15619706,6.668153265,48,55,6,1068,145
3.156188167,6.668144159,48,55,6,1070,142
3.156179381,6.668126055,48,55,6,1072,142
3.156170381,6.668125948,48,55,6,1072,139
3.156161594,6.668107843,48,55,6,1075,139
3.156143808,6.668089632,48,55,6,1077,139
3.156143915,6.668080633,48,55,6,1078,142
3.156135129,6.668062529,48,55,6,1080,142
3.156126235,6.668053423,48,55,6,1082,143
3.156117449,6.668035318,48,55,6,1084,143
3.156099663,6.668017107,48,55,6,1087,143
3.156090876,6.667999002,48,55,6,1089,147
3.156081983,6.667989897,48,55,6,1090,147
3.156073197,6.667971792,48,55,6,1092,147
3.156055517,6.667944582,48,55,6,1096,149
3.156046731,6.667926478,48,55,6,1098,141
3.156037838,6.667917372,48,55,6,1099,141
3.156029052,6.667899267,48,55,6,1102,141
3.156020158,6.667890162,48,55,6,1103,148
3.156020265,6.667881163,48,55,6,1104,148
3.156011265,6.667881056,48,55,6,1104,144
3.156002586,6.667853953,48,55,6,1107,144
3.155984799,6.667835741,48,55,6,1110,151
3.155984906,6.667826742,48,55,6,1111,152
3.15597612,6.667808638,48,55,6,1113,152
3.155967334,6.667790533,48,55,6,1115,147
3.155967441,6.667781535,48,55,6,1116,154
3.155958654,6.66776343,48,55,6,1118,154
3.155949654,6.667763323,48,55,6,1119,145
3.155940868,6.667745219,48,55,6,1121,145
3.155940975,6.66773622,48,55,6,1121,143
3.155932189,6.667718116,48,55,6,1124,143
3.155932403,6.667700118,48,55,6,1125,142
3.155923509,6.667691012,48,55,6,1126,141
3.155923616,6.667682014,48,55,6,1127,141
3.155923723,6.667673015,48,55,6,1128,136
3.155923937,6.667655017,47,55,6,1129,136
3.155933151,6.667637127,47,55,6,1130,141
3.155933365,6.667619129,47,55,6,1131,145
3.155942366,6.667619236,47,55,6,1131,145
3.155942473,6.667610237,47,55,6,1132,144
3.155942579,6.667601239,47,55,6,1132,144
3.15595158,6.667601346,47,55,6,1132,144
3.155960687,6.667592454,47,55,6,1132,148
3.155960794,6.667583455,47,55,6,1132,144
3.155969901,6.667574563,47,55,6,1132,144
3.155978901,6.66757467,47,55,6,1132,142
3.155987901,6.667574777,47,55,6,1131,142
3.155996902,6.667574884,47,55,6,1130,144
3.156005902,6.667574991,47,55,6,1130,144
3.156014902,6.667575098,47,55,6,1129,151
3.156023902,6.667575205,47,55,6,1128,151
3.156032902,6.667575312,47,55,6,1128,147
3.156033009,6.667566313,47,55,6,1128,147
3.15604201,6.66756642,47,55,6,1128,153
